method,seed,epoch,timesteps,ppo_updates,optimizer_steps,learning_rate,train_success_rate,mean_score,std_score,success_rate,failure_rate,mean_cycles,median_cycles,std_cycles,mean_cycles_success,invalid_action_rate,epoch_seconds,elapsed_seconds
GNN-maxpool-PPO,0,34.0,278528.0,544.0,34816.0,0.00035,0.1982507288629737,-43.93733328978221,27.02274855450576,0.03,0.97,25.42333333333333,26.0,5.886492069890937,1.6666666666666667,0.9066474367379048,26.766798496246334,1116.876861333847
GNN-maxpool-PPO,0,35.0,286720.0,560.0,35840.0,0.00035,0.2401129943502825,-42.87166661977768,28.47657453048059,0.0333333333333333,0.9666666666666668,25.383333333333333,26.0,5.956765527998861,2.4,0.8948128693368352,30.25957202911377,1147.3434019088745
GNN-maxpool-PPO,0,36.0,294912.0,576.0,36864.0,0.00035,0.2597765363128491,-41.14766661723455,32.2697767932033,0.0433333333333333,0.9566666666666668,25.17333333333333,26.0,6.266574467406858,3.4615384615384617,0.885990466101695,30.99363732337952,1178.5834119319916
GNN-maxpool-PPO,0,37.0,303104.0,592.0,37888.0,0.00035,0.2782369146005509,-41.63733329852422,33.0951175542212,0.0466666666666666,0.9533333333333334,25.12,26.0,6.41084497810806,3.142857142857143,0.9080414012738852,31.89676713943481,1210.6863462924955
GNN-maxpool-PPO,0,38.0,311296.0,608.0,38912.0,0.00035,0.21875,-41.81233330806096,34.21542947899306,0.05,0.95,25.07,26.0,6.546126080871546,2.933333333333333,0.921287062890573,19.556121826171875,1230.6698529720306
GNN-maxpool-PPO,0,39.0,319488.0,624.0,39936.0,0.00035,0.2478632478632478,-42.059999964237214,32.03645006930343,0.0433333333333333,0.9566666666666668,25.17333333333333,26.0,6.28357293972855,3.230769230769231,0.9082362288135594,19.59927487373352,1250.478309392929
GNN-maxpool-PPO,0,40.0,327680.0,640.0,40960.0,0.00035,0.2618384401114206,-43.69533328294754,26.150057580670865,0.0266666666666666,0.9733333333333334,25.476666666666667,26.0,5.685313438051493,2.625,0.8914038989925422,18.7176525592804,1269.4232087135315
GNN-dirGCN-max-PPO,0,1.0,8192.0,16.0,1024.0,0.00035,0.2307692307692307,-41.91866664330165,34.68870879592163,0.05,0.95,24.91333333333333,26.0,6.585273131937826,2.333333333333333,0.9365801445009366,90.24011540412904,90.24011826515198
GNN-dirGCN-max-PPO,0,2.0,16384.0,32.0,2048.0,0.00035,0.3952254641909814,-29.81199996471405,47.99786027281824,0.11,0.89,23.71,26.0,7.997034867165871,4.454545454545454,0.8568817657809644,106.29099583625792,197.02714228630063
GNN-dirGCN-max-PPO,0,3.0,24576.0,48.0,3072.0,0.00035,0.7225433526011561,29.07100001811981,75.61559357946011,0.5033333333333333,0.4966666666666667,15.733333333333333,14.5,11.465988352030054,4.900662251655629,0.7472457627118644,111.03583788871764,308.2731657028198
GNN-dirGCN-max-PPO,0,4.0,32768.0,64.0,4096.0,0.00035,0.8362573099415205,72.46933338483174,58.96430209122868,0.7766666666666666,0.2233333333333333,10.87,7.0,9.078900447374304,6.549356223175966,0.3462128181539405,101.71868419647215,410.3216371536255
GNN-dirGCN-max-PPO,0,5.0,40960.0,80.0,5120.0,0.00035,0.9118727050183598,82.24233335812886,51.83056023380343,0.85,0.15,9.886666666666668,7.0,8.215868115353903,7.0549019607843135,0.3118678354686446,106.977787733078,517.487795829773
GNN-dirGCN-max-PPO,0,6.0,49152.0,96.0,6144.0,0.00035,0.9019108280254776,91.0066667207082,38.916390122033626,0.9066666666666666,0.0933333333333333,9.273333333333332,7.0,7.311084430886813,7.444852941176471,0.1319194823867721,103.76249122619627,621.4533376693726
GNN-dirGCN-max-PPO,0,7.0,57344.0,112.0,7168.0,0.00035,0.9257950530035336,83.31566670656204,49.44348206528584,0.8533333333333334,0.1466666666666666,10.19,7.0,8.16418397636898,7.3515625,0.2335623159960745,99.87248420715332,721.5254280567169
GNN-dirGCN-max-PPO,0,8.0,65536.0,128.0,8192.0,0.00035,0.9642502482621648,96.18200003147123,30.99909253179176,0.93,0.0699999999999999,7.7,6.0,6.603786792439623,6.240143369175628,0.0259740259740259,96.35048818588255,818.069338798523
GNN-dirGCN-max-PPO,0,9.0,73728.0,144.0,9216.0,0.00035,0.952191235059761,98.97866669178008,26.584273711246013,0.9533333333333334,0.0466666666666666,7.516666666666667,6.0,5.823205493731286,6.608391608391608,0.0394678492239467,99.87941074371338,918.1587209701538
GNN-dirGCN-max-PPO,0,10.0,81920.0,160.0,10240.0,0.00035,0.9856759176365264,104.1050000111262,11.1088766911192,0.9933333333333332,0.0066666666666667,6.366666666666666,6.0,4.259760034973279,6.251677852348993,0.0120418848167539,97.25811219215392,1015.639633655548
GNN-dirGCN-max-PPO,0,11.0,90112.0,176.0,11264.0,0.000245,0.9856175972927242,101.6596666844686,20.54174781664316,0.97,0.03,6.583333333333333,5.0,5.289271111305308,5.9553264604811,0.0116455696202531,95.09623098373412,1110.946046113968
GNN-dirGCN-max-PPO,0,12.0,98304.0,192.0,12288.0,0.000245,0.991283676703645,102.46133333921432,19.38361603265186,0.98,0.02,6.02,5.0,4.779079409258649,5.605442176870748,0.0420819490586932,94.8804247379303,1206.007640838623
GNN-dirGCN-max-PPO,0,13.0,106496.0,208.0,13312.0,0.000245,0.9955290611028316,104.25933333476384,12.176507964845737,0.9933333333333332,0.0066666666666667,5.4,5.0,3.8583243340427806,5.25503355704698,0.0253086419753086,94.42181253433228,1300.629401922226
GNN-dirGCN-max-PPO,0,14.0,114688.0,224.0,14336.0,0.0001715,0.9957894736842106,103.91700000445049,12.465587704571009,0.99,0.01,5.54,5.0,4.362155430518266,5.299663299663299,0.0102286401925391,91.37127757072447,1392.2083535194397
GNN-dirGCN-max-PPO,0,15.0,122880.0,240.0,15360.0,0.0001715,0.9958762886597938,103.57266667048135,15.23830214369614,0.9866666666666668,0.0133333333333333,5.44,4.0,4.230019700505739,5.16554054054054,0.025735294117647,91.516699552536,1483.9137499332428
GNN-dirGCN-max-PPO,0,16.0,131072.0,256.0,16384.0,0.0001715,0.9967298888162196,104.97400000254314,7.389658779502753,0.9966666666666668,0.0033333333333332,5.136666666666667,4.0,3.606196827068034,5.073578595317726,0.0,92.6067247390747,1576.7434947490692
GNN-dirGCN-max-PPO,0,17.0,139264.0,272.0,17408.0,0.0001200499999999,0.9966909331568498,105.34766666730243,2.620323368285358,1.0,0.0,5.003333333333333,4.0,3.3381615033161927,5.003333333333333,0.0,93.10708594322205,1670.0568590164185
GNN-dirGCN-max-PPO,0,18.0,147456.0,288.0,18432.0,8.403499999999999e-05,0.99935107073329,105.35766666730244,2.611852705676528,1.0,0.0,4.953333333333333,4.0,3.300175079530714,4.953333333333333,0.0,92.83543610572816,1763.128277540207
GNN-dirGCN-max-PPO,0,19.0,155648.0,304.0,19456.0,5.882449999999999e-05,0.9993585631815266,104.91133333365124,9.22473513016016,0.9966666666666668,0.0033333333333332,4.966666666666667,4.0,3.301346526629534,4.903010033444816,0.0161073825503355,95.468603849411,1858.7999556064608
GNN-dirGCN-max-PPO,0,20.0,163840.0,320.0,20480.0,4.117714999999999e-05,0.9993698802772528,105.39800000111262,2.596432681127087,1.0,0.0,5.0,4.0,3.350621832834417,5.0,0.0,91.74729132652284,1950.7348363399503
GNN-dirGCN-max-PPO,0,21.0,172032.0,336.0,21504.0,2.8824004999999997e-05,0.9993548387096776,105.38766666730244,2.613251082296259,1.0,0.0,4.88,4.0,3.110026795168599,4.88,0.0,100.44731187820436,2051.6007499694824
GNN-dirGCN-max-PPO,0,22.0,180224.0,352.0,22528.0,2.01768035e-05,0.9993714644877436,104.91700000047685,9.225201587608469,0.9966666666666668,0.0033333333333332,4.94,4.0,3.2999595957122465,4.876254180602007,0.0161943319838056,99.9827983379364,2151.7743792533875
GNN-dirGCN-max-PPO,0,23.0,188416.0,368.0,23552.0,1.4123762449999997e-05,0.9987460815047022,105.43300000031788,2.62245641805754,1.0,0.0,4.86,4.0,3.058387374636073,4.86,0.0,99.84568452835084,2251.853026866913
GNN-dirGCN-max-PPO,0,24.0,196608.0,384.0,24576.0,9.886633714999996e-06,0.9987333755541482,105.43633333365122,2.652868865994815,1.0,0.0,4.873333333333333,4.0,3.072017071711824,4.873333333333333,0.0,100.87001705169678,2352.924795150757
GNN-dirGCN-max-PPO,0,25.0,204800.0,400.0,25600.0,6.920643600499998e-06,1.0,105.4206666668256,2.6359387109764167,1.0,0.0,4.873333333333333,4.0,3.076354263662681,4.873333333333333,0.0,102.8704047203064,2455.9855546951294
GNN-dirGCN-max-PPO,0,26.0,212992.0,416.0,26624.0,4.844450520349998e-06,1.0,105.45300000031789,2.6336712648440264,1.0,0.0,4.86,4.0,3.026615271222955,4.86,0.0,104.03674840927124,2560.2531175613403
GNN-dirGCN-max-PPO,0,27.0,221184.0,432.0,27648.0,3.391115364244998e-06,0.9993597951344432,104.95700000047684,8.952544386839108,0.9966666666666668,0.0033333333333332,4.95,4.0,3.2752862470324637,4.882943143812709,0.0154882154882154,103.34575653076172,2663.846235275269
